transaction_date,card,merchant,amount_cad
2025-06-04,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-06-05,amex-1001,2403384 ONTARIO LIMITED CALEDON,13.55
2025-06-05,amex-1001,AMAZON.CA*NH4RU3XS2     AMAZON.CA,6.94
2025-06-05,amex-1001,AMZN MKTP CA*N623H0UU1  WWW.AMAZON.CA,15.81
2025-06-05,amex-1001,AMZN MKTP CA*NH0AE5V02  WWW.AMAZON.CA,45.19
2025-06-05,amex-1001,AMZN MKTP CA*NH3PH0XI2  WWW.AMAZON.CA,16.94
2025-06-05,amex-1001,CUBE ULTIMATE CHALLENGE MISSISSAUGA,135.55
2025-06-05,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",23.67
2025-06-06,amex-1001,AMZN MKTP CA*NH4WA1Q42  WWW.AMAZON.CA,45.19
2025-06-06,amex-1001,AMZN MKTP CA*NH6VB38J2  WWW.AMAZON.CA,16.94
2025-06-06,amex-1001,CINEPLEX #7130          TORONTO,10.72
2025-06-06,amex-1001,CINEPLEX #8030 WEB QP   TORONTO,51.98
2025-06-06,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,22.08
2025-06-06,cibc-2451,"LOBLAW MLG #1007 TORONTO, ON",5.38
2025-06-06,cibc-2451,"LOBLAW MLG #1007 TORONTO, ON",23.95
2025-06-06,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",14.50
2025-06-06,cibc-2451,"UPS HARBOURFRONT 4605 TORONTO, ON",69.28
2025-06-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,12.99
2025-06-07,amex-1001,RABBA FINE FOODS #171   TORONTO,26.18
2025-06-07,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,7.80
2025-06-09,amex-1001,AMZN MKTP CA*NA4TV6L02  WWW.AMAZON.CA,14.68
2025-06-09,amex-1001,AMZN MKTP CA*NA6MJ2Z02  WWW.AMAZON.CA,16.93
2025-06-09,amex-1001,AMZN MKTP CA*NH9BS7VQ0  WWW.AMAZON.CA,51.97
2025-06-09,amex-1001,RABBA FINE FOODS #171   TORONTO,5.83
2025-06-09,cibc-2451,"SMALL POT RESTAURANT ( NORTH YORK, ON",26.15
2025-06-09,cibc-2451,"YOU DON YA TORONTO, ON",29.95
2025-06-10,amex-1001,AMAZON.CA*NH6E88851     AMAZON.CA,10.16
2025-06-10,amex-1001,AMAZON.CA*NH82K7Q60     AMAZON.CA,90.39
2025-06-10,amex-1001,AMZN MKTP CA*NH6GB3QA1  WWW.AMAZON.CA,20.57
2025-06-10,amex-1001,"CURSOR, AI POWERED IDE  NEW YORK",28.10
2025-06-10,cibc-2451,"HOURGLASS KARAOKE MISSISSAUGA, ON",108.58
2025-06-10,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.46
2025-06-10,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",24.92
2025-06-11,amex-1001,2403384 ONTARIO LIMITED CALEDON,13.55
2025-06-11,amex-1001,AMZN MKTP CA*NH2LT69L1  WWW.AMAZON.CA,20.28
2025-06-11,amex-1001,PAYMENT RECEIVED - THANK YOU,-943.81
2025-06-11,cibc-2451,"SQUARE ONE INSURANCE SERV VANCOUVER, BC",16.34
2025-06-11,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",13.65
2025-06-11,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",32.00
2025-06-11,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-06-12,amex-1001,AMAZON.CA*NA1ZG4CQ0     AMAZON.CA,10.48
2025-06-12,amex-1001,AMAZON.CA*NH32Z0YO0     AMAZON.CA,6.09
2025-06-12,amex-1001,AMZN MKTP CA*NA5DG5QY2  WWW.AMAZON.CA,26.94
2025-06-12,amex-1001,AMZN MKTP CA*NA9XA1CL1  WWW.AMAZON.CA,31.60
2025-06-12,amex-1001,AMZN MKTP CA*NH3955YQ1  WWW.AMAZON.CA,38.40
2025-06-12,amex-1001,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50
2025-06-12,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-06-12,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",4.68
2025-06-12,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",16.75
2025-06-12,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-06-13,amex-1001,AMZN MKTP CA*NA2YH5922  WWW.AMAZON.CA,20.57
2025-06-13,amex-1001,AMZN MKTP CA*NA8CC59P2  WWW.AMAZON.CA,38.63
2025-06-13,amex-1001,AMZN MKTP CA*NA9G95ZK0  WWW.AMAZON.CA,33.88
2025-06-13,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,22.08
2025-06-13,amex-1001,METRO  720              TORONTO,12.41
2025-06-13,amex-1001,SMALL POT RESTAURANT (  NORTH YORK,29.76
2025-06-13,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",10.71
2025-06-13,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.52
2025-06-14,amex-1001,SCOTLAND ESSO 0303      SCOTLAND,62.25
2025-06-14,amex-1001,TIM HORTONS #3143       TORONTO,5.40
2025-06-15,amex-1001,GOOGLE*GOOGLE STORE GOO G.CO HELPPAY#,56.49
2025-06-15,amex-1001,GOOGLE*GOOGLE STORE GOO G.CO HELPPAY#,1415.12
2025-06-15,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,29.33
2025-06-15,amex-1001,MY ROTI/MY DOSA PLACE Q TORONTO,5.07
2025-06-15,amex-1001,MY ROTI/MY DOSA PLACE Q TORONTO,20.33
2025-06-16,amex-1001,AMAZON.CA*NO1OL4EH2     AMAZON.CA,34.39
2025-06-16,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-06-16,cibc-2451,"AMAZON.COM * NA3434P30 VANCOUVER, BC",28.97
2025-06-16,cibc-2451,"LS Marvelous by Fred Toronto, ON",3.99
2025-06-17,amex-1001,METRO  62               TORONTO,22.58
2025-06-17,amex-1001,NETFLIX.COM             866-716-0414,9.03
2025-06-17,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,7.80
2025-06-17,cibc-2451,"SMALL POT RESTAURANT ( NORTH YORK, ON",37.43
2025-06-18,amex-1001,CITIPARK INC CITIPARK I TORONTO,7.50
2025-06-18,amex-1001,Grazie Ristorante       TORONTO,58.67
2025-06-18,amex-1001,STARBUCKS COFFEE #22    TORONTO,3.83
2025-06-19,amex-1001,2403384 ONTARIO LIMITED CALEDON,15.36
2025-06-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2025-06-19,amex-1001,FELIX HEALTH INC.       TORONTO,320.65
2025-06-19,amex-1001,RABBA FINE FOODS #171   TORONTO,5.97
2025-06-19,cibc-2451,"GOOGLE *Google One g.co/helppay#, NS",30.50
2025-06-20,amex-1001,REXALL PHARMACY #8141 T TORONTO,54.53
2025-06-20,amex-1001,YOMIE'S RICE X YOGUR    SCARBOROUGH,10.16
2025-06-20,cibc-2451,"METERGY/EZ-PAY 866-449-4423, ON",102.20
2025-06-20,cibc-2451,"METERGY/EZ-PAY FEE 800-766-6616, ON",1.79
2025-06-20,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.03
2025-06-21,amex-1001,BEST BUY #977 BBY STORE TORONTO,180.79
2025-06-21,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,7.80
2025-06-22,amex-1001,AMZN MKTP CA*NO7RZ9D31  WWW.AMAZON.CA,15.24
2025-06-22,amex-1001,EXPEDIA 73149612034236  EXPEDIA.CA,131.57
2025-06-22,amex-1001,EXPEDIA 73149633331485  EXPEDIA.CA,243.97
2025-06-22,amex-1001,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68
2025-06-22,amex-1001,SHELL C45065            TORONTO,61.68
2025-06-22,amex-1001,SP AM0MENT_-BOOKS       TORONTO,40.66
2025-06-23,amex-1001,2403384 ONTARIO LIMITED CALEDON,20.22
2025-06-23,amex-1001,AMZN MKTP CA*NO10S7IZ1  WWW.AMAZON.CA,13.55
2025-06-23,amex-1001,AMZN MKTP CA*NO1526RK1  WWW.AMAZON.CA,41.80
2025-06-23,amex-1001,AMZN MKTP CA*NO2IU3KE0  WWW.AMAZON.CA,31.62
2025-06-23,amex-1001,AMZN MKTP CA*NQ4RX7PF2  WWW.AMAZON.CA,40.64
2025-06-23,amex-1001,AMZN MKTP CA*NQ8WB0XI2  WWW.AMAZON.CA,16.94
2025-06-23,amex-1001,CANADIAN TIRE #600      TORONTO,28.24
2025-06-23,amex-1001,"CHELSEA HOTEL, TORONTO  TORONTO",44.07
2025-06-23,amex-1001,FINE FOOD MARKET 211647 TORONTO,3.45
2025-06-23,amex-1001,TIM HORTONS #3143       TORONTO,5.40
2025-06-23,amex-1001,WWW.WEWORK.COM          HALIFAX MID-HAR,55.37
2025-06-23,cibc-2451,"DOORDASHDASHPASS DOWNTOWN TORO, ON",11.29
2025-06-23,cibc-2451,"FLOAT TORONTO TORONTO, ON",100.57
2025-06-23,cibc-2451,"LS MARKHAM BADMINTON MARKHAM, ON",22.60
2025-06-23,cibc-2451,"LS Marvelous by Fred Toronto, ON",3.99
2025-06-23,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",26.09
2025-06-23,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.13
2025-06-23,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.79
2025-06-23,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-06-23,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.409424",63.41
2025-06-24,amex-1001,2403384 ONTARIO LIMITED CALEDON,22.58
2025-06-24,amex-1001,RABBA FINE FOODS #171   TORONTO,30.32
2025-06-24,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2025-06-24,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",24.49
2025-06-25,amex-1001,AUDIBLE CA*NQ7AX9KC2    AMZN.COM/BILL,10.49
2025-06-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2025-06-25,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,28.59
2025-06-25,amex-1001,THERMAL EXCHANGE SERVIC TORONTO,2825.00
2025-06-25,amex-1001,TIM HORTONS #3143       TORONTO,10.48
2025-06-25,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",25.33
2025-06-26,amex-1001,NEW WOK NEW WOK         TORONTO,18.02
2025-06-26,amex-1001,PAYMENT RECEIVED - THANK YOU,-3700.00
2025-06-26,amex-1001,TIM HORTONS #3143       TORONTO,5.63
2025-06-26,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.00
2025-06-26,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.66
2025-06-27,amex-1001,BEST BUY #977 BBY STORE TORONTO,147.40
2025-06-27,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,24.62
2025-06-27,amex-1001,SMALL POT RESTAURANT (  NORTH YORK,38.77
2025-06-27,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,15.59
2025-06-27,cibc-2451,CREDIT ADJUSTMENT,-1.55
2025-06-28,amex-1001,A&W - BRANTFORD #4883 B BRANTFORD,5.64
2025-06-28,amex-1001,PAYMENT RECEIVED - THANK YOU,-909.83
2025-06-29,amex-1001,LS MARKHAM BADMINTON    MARKHAM,23.50
2025-06-30,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,25.26
2025-06-30,amex-1001,PETRO-CANADA 52224      OAKVILLE,62.33
2025-06-30,amex-1001,RABBA FINE FOODS #171   TORONTO,5.99
2025-06-30,cibc-2451,"LS Marvelous by Fred Toronto, ON",3.99
2025-06-30,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",22.59
2025-06-30,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",24.84
2025-06-30,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",27.56
2025-06-30,cibc-2451,TAOBAO London,-501.47
2025-06-30,cibc-2451,TAOBAO London,501.47
2025-06-30,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",27.12
2025-07-01,amex-1001,FARM BOY #44 TORONTO    TORONTO,31.45
2025-07-01,amex-1001,IMPARK00090526U         TORONTO,15.00
2025-07-01,amex-1001,WWW.PISHOP.CA           NEPEAN,280.71
2025-07-02,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,984.47
2025-07-02,amex-1001,AMZN MKTP CA*N388551S1  WWW.AMAZON.CA,32.08
2025-07-02,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-07-02,amex-1001,RABBA FINE FOODS #171   TORONTO,5.99
2025-07-02,amex-1001,WWW.PISHOP.CA           NEPEAN,46.06
2025-07-02,cibc-2451,"GOOGLE*CLOUD BGXLRZ CC GOOGLE.COM, NS",15.04
2025-07-03,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,264.40
2025-07-03,cibc-2451,"Amazon.ca Prime Member amazon.ca/pri, BC",11.29
2025-07-03,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.56
2025-07-04,amex-1001,BELL CANADA (OB)        MONTREAL,177.07
2025-07-04,amex-1001,DKC DIGI-KEY CORP       218-681-6674,756.83
2025-07-04,amex-1001,RABBA FINE FOODS #171   TORONTO,27.14
2025-07-04,cibc-2451,"LS Marvelous by Fred Toronto, ON",3.99
2025-07-05,amex-1001,RABBA FINE FOODS #171   TORONTO,22.72
2025-07-06,amex-1001,*RFBT-FAIRVIEW MALL TOR TORONTO,11.29
2025-07-06,amex-1001,Ichiban Asian All You C UNIONVILLE,38.97
2025-07-06,amex-1001,PAYMENT RECEIVED - THANK YOU,-4177.72
2025-07-07,amex-1001,2403384 ONTARIO LIMITED CALEDON,12.99
2025-07-07,amex-1001,AMZN MKTP CA*NL5KN5NF0  WWW.AMAZON.CA,37.50
2025-07-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,12.99
2025-07-07,amex-1001,TIM HORTONS #3143       TORONTO,7.90
2025-07-07,cibc-2451,"AMAZON* N381J3Y90 VANCOUVER, BC",112.98
2025-07-07,cibc-2451,"AMAZON* NL6CB0CV0 VANCOUVER, BC",97.08
2025-07-07,cibc-2451,"AMAZON.COM * N35EN67J0 VANCOUVER, BC",58.53
2025-07-07,cibc-2451,"Nintendo CA1429551426 8002553700, BC",90.39
2025-07-07,cibc-2451,"ROCCO'S NO FRILLS #364 TORONTO, ON",3.85
2025-07-07,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-07-07,cibc-2451,"YOU DON YA TORONTO, ON",33.54
2025-07-08,amex-1001,ESSO CIRCLE K 0302      MARKHAM,60.69
2025-07-08,amex-1001,PADDLE.NET* TABLEPLUS   LONDON,156.11
2025-07-08,amex-1001,RABBA FINE FOODS #171   TORONTO,8.59
2025-07-08,amex-1001,TIM HORTONS #3143       TORONTO,5.51
2025-07-08,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-100.10
2025-07-08,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-100.10
2025-07-09,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,29.33
2025-07-09,cibc-2451,"AMAZON* NL05I2EN0 VANCOUVER, BC",7.88
2025-07-09,cibc-2451,"AMAZON* NL5SI5KN2 VANCOUVER, BC",37.33
2025-07-09,cibc-2451,"AMAZON* NL7AS3090 VANCOUVER, BC",23.09
2025-07-09,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",7.08
2025-07-10,amex-1001,2403384 ONTARIO LIMITED CALEDON,12.99
2025-07-10,amex-1001,"CURSOR, AI POWERED IDE  NEW YORK",28.10
2025-07-10,amex-1001,DKC DIGI-KEY CORP       218-681-6674,310.46
2025-07-10,cibc-2451,"AMAZON* NL8S76EQ1 VANCOUVER, BC",18.86
2025-07-10,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",22.59
2025-07-10,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",32.34
2025-07-10,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",12.28
2025-07-11,amex-1001,AMZN MKTP CA*J46VN3O03  WWW.AMAZON.CA,168.37
2025-07-11,amex-1001,AMZN MKTP CA*NR3HQ8OL0  WWW.AMAZON.CA,35.58
2025-07-11,amex-1001,CHICHA SAN CHEN 001     TORONTO,10.11
2025-07-11,amex-1001,NEW WOK NEW WOK         TORONTO,18.02
2025-07-11,amex-1001,RABBA FINE FOODS #171   TORONTO,5.79
2025-07-11,cibc-2451,"AMAZON* NL1Z987G0 VANCOUVER, BC",20.89
2025-07-11,cibc-2451,"AMAZON* NL7K468J1 VANCOUVER, BC",19.15
2025-07-11,cibc-2451,"AMAZON.COM * NL4DY67G0 VANCOUVER, BC",21.88
2025-07-11,cibc-2451,"AMAZON.COM * NL80H58T1 VANCOUVER, BC",7.76
2025-07-11,cibc-2451,"AMAZON.COM * NR2QO3TH2 VANCOUVER, BC",8.49
2025-07-11,cibc-2451,"SQUARE ONE INSURANCE SERV VANCOUVER, BC",16.34
2025-07-11,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.72
2025-07-12,amex-1001,CANADIAN TIRE #600      TORONTO,73.42
2025-07-12,amex-1001,CANADIAN TIRE STORE #62 TORONTO,113.38
2025-07-12,amex-1001,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50
2025-07-12,amex-1001,LONGOS LIBERTY VILLAGE  TORONTO,34.33
2025-07-12,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-07-13,amex-1001,AMZN MKTP CA*7502X7463  WWW.AMAZON.CA,37.53
2025-07-13,amex-1001,CANADIAN TIRE #143      OAKVILLE,42.92
2025-07-13,amex-1001,MCDONALD'S #16713       ANCASTER,9.71
2025-07-13,amex-1001,TIM HORTONS #3143       TORONTO,5.51
2025-07-14,amex-1001,AMAZON.CA*NR6TO00A1     AMAZON.CA,45.19
2025-07-14,amex-1001,AMZN MKTP CA*AS8DK1IL3  WWW.AMAZON.CA,156.10
2025-07-14,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,28.59
2025-07-14,amex-1001,WWW.PISHOP.CA           NEPEAN,594.52
2025-07-14,cibc-2451,"AMAZON* NL9H27WA0 VANCOUVER, BC",19.80
2025-07-14,cibc-2451,"AMZN Mktp CA*NL0ES2931 WWW.AMAZON.CA, ON",29.36
2025-07-14,cibc-2451,"YOU DON YA TORONTO, ON",33.54
2025-07-15,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,113.27
2025-07-15,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,545.47
2025-07-15,amex-1001,AMZN MKTP CA*773S360Q3  WWW.AMAZON.CA,24.85
2025-07-15,amex-1001,CHIPOTLE 1776           TORONTO,13.84
2025-07-15,amex-1001,HOMETOWN ROAD 001       TORONTO,22.94
2025-07-15,amex-1001,TIM HORTONS #2253       TORONTO,2.40
2025-07-15,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.86
2025-07-15,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",29.43
2025-07-16,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-07-16,amex-1001,RABBA FINE FOODS #171   TORONTO,5.99
2025-07-16,amex-1001,RABBA FINE FOODS #171   TORONTO,5.99
2025-07-17,amex-1001,AMAZON.CA*IK6J74ZQ3     AMAZON.CA,45.19
2025-07-17,amex-1001,AMZN MKTP CA*U69YU8463  WWW.AMAZON.CA,29.37
2025-07-17,amex-1001,DHL EXPRESS ADC QC      905-861-3540,29.62
2025-07-17,amex-1001,DHL EXPRESS ADC QC      905-861-3540,84.36
2025-07-17,amex-1001,NETFLIX.COM             844-505-2993,9.03
2025-07-18,amex-1001,AMAZON.CA*P86QY1153     AMAZON.CA,45.19
2025-07-18,amex-1001,GYRO MAZDA 00-080432223 EAST YORK,679.75
2025-07-18,amex-1001,MAD RADISH LEASIDE 2130 TORONTO,18.59
2025-07-18,cibc-2451,"METERGY/EZ-PAY 866-449-4423, ON",140.61
2025-07-18,cibc-2451,"METERGY/EZ-PAY FEE 800-766-6616, ON",2.46
2025-07-18,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",8.55
2025-07-18,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.13
2025-07-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2025-07-19,amex-1001,ESSO CIRCLE K 0302      TORONTO,68.68
2025-07-19,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,7.80
2025-07-20,amex-1001,AMAZON.CA*222192J43     AMAZON.CA,90.38
2025-07-20,amex-1001,AMZN MKTP CA*KV6RX2DD3  WWW.AMAZON.CA,160.38
2025-07-21,amex-1001,AMZN MKTP CA*NT0M11KT3  WWW.AMAZON.CA,27.11
2025-07-21,amex-1001,APPLE.COM/BILL          TORONTO,19.20
2025-07-21,amex-1001,NEW WOK NEW WOK         TORONTO,18.02
2025-07-21,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-07-21,cibc-2451,"AMAZON* 6K1YY1KD3 VANCOUVER, BC",7.89
2025-07-21,cibc-2451,"AMAZON* AZ0LS1L63 VANCOUVER, BC",70.82
2025-07-21,cibc-2451,"GOOGLE *Google One g.co/helppay#, NS",30.50
2025-07-21,cibc-2451,"HEY I AM YOGOST SC TORONTO, ON",9.32
2025-07-21,cibc-2451,"MOM'S PAN FRIED DT TORONTO, ON",22.01
2025-07-21,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",14.58
2025-07-21,cibc-2451,"T&T SUPERMARKET #035 TORONTO, ON",27.57
2025-07-21,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-07-21,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.410757",63.47
2025-07-22,amex-1001,AMZN MKTP CA*7Z76A7IN3  WWW.AMAZON.CA,29.32
2025-07-22,amex-1001,AMZN MKTP CA*8I7Z63QZ3  WWW.AMAZON.CA,131.06
2025-07-22,amex-1001,AMZN MKTP CA*8T2HG20O3  WWW.AMAZON.CA,15.81
2025-07-22,amex-1001,AMZN MKTP CA*U535T6TB3  WWW.AMAZON.CA,22.59
2025-07-22,amex-1001,AMZN MKTP CA*XD8N75Y23  WWW.AMAZON.CA,29.37
2025-07-22,amex-1001,GOOGLE *FITBIT          G.CO/HELPPAY#,14.68
2025-07-22,amex-1001,HEY I AM YOGOST 001     TORONTO,10.11
2025-07-22,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",22.59
2025-07-22,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",48.82
2025-07-23,amex-1001,2403384 ONTARIO LIMITED CALEDON,12.99
2025-07-23,amex-1001,AMAZON.CA*431N936K3     AMAZON.CA,19.18
2025-07-23,amex-1001,AMZN MKTP CA*570K12A83  WWW.AMAZON.CA,22.59
2025-07-23,amex-1001,AMZN MKTP CA*OS5ZN4PI3  WWW.AMAZON.CA,29.37
2025-07-23,amex-1001,AMZN MKTP CA*Q18ZF5Z43  WWW.AMAZON.CA,54.22
2025-07-23,amex-1001,AMZN MKTP CA*WV27Q66Y3  WWW.AMAZON.CA,19.20
2025-07-23,amex-1001,BEST BUY #977 BBY STORE TORONTO,192.60
2025-07-23,cibc-2451,"DOORDASHDASHPASS DOWNTOWN TORO, ON",11.29
2025-07-23,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2025-07-23,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",2.25
2025-07-23,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",22.59
2025-07-23,cibc-2451,"YOU DON YA TORONTO, ON",33.54
2025-07-24,amex-1001,AMAZON.CA*292UP4KA3     AMAZON.CA,27.03
2025-07-24,amex-1001,AMAZON.CA*MQ1ET83V3     AMAZON.CA,9.01
2025-07-24,amex-1001,AMZN MKTP CA*9N4CN0RS3  WWW.AMAZON.CA,72.31
2025-07-24,amex-1001,AMZN MKTP CA*IJ2ZJ7VN3  WWW.AMAZON.CA,29.37
2025-07-24,amex-1001,AMZN MKTP CA*LS84L4AD3  WWW.AMAZON.CA,27.11
2025-07-24,amex-1001,AMZN MKTP CA*XE45R7K93  WWW.AMAZON.CA,19.14
2025-07-24,amex-1001,PAYMENT RECEIVED - THANK YOU,-5719.38
2025-07-24,cibc-2451,"AMZN Mktp CA WWW.AMAZON.CA, ON",-29.36
2025-07-24,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",36.28
2025-07-25,amex-1001,2403384 ONTARIO LIMITED CALEDON,20.22
2025-07-25,amex-1001,DOORDASHYOUDONYA        DOWNTOWN TORONT,43.93
2025-07-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2025-07-25,cibc-2451,"AMAZON* 278D65TW3 VANCOUVER, BC",79.55
2025-07-25,cibc-2451,CREDIT ADJUSTMENT,-1.55
2025-07-25,cibc-2451,PAYMENT PROTECTOR PREMIUM 833-666-4295,0.84
2025-07-25,cibc-2451,PAYMENT PROTECTOR PREMIUM TAX,0.07
2025-07-25,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-795.51
2025-07-25,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",59.51
2025-07-26,amex-1001,AUDIBLE CA*7I5HF3PX3    AMZN.COM/BILL,10.49
2025-07-27,amex-1001,MCDONALD'S #40553       ANCASTER,13.64
2025-07-27,amex-1001,RABBA FINE FOODS #171   TORONTO,13.48
2025-07-27,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-07-28,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,123.08
2025-07-28,amex-1001,AMAZON.CA*5Y0NT1RE3     AMAZON.CA,40.66
2025-07-28,amex-1001,AMAZON.CA*KS5H77OL3     AMAZON.CA,21.05
2025-07-28,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,29.33
2025-07-28,amex-1001,PAYMENT RECEIVED - THANK YOU,-1060.00
2025-07-28,amex-1001,RABBA FINE FOODS #171   TORONTO,6.99
2025-07-28,amex-1001,RABBA FINE FOODS #171   TORONTO,18.85
2025-07-28,cibc-2451,"AMAZON* Z846250N3 VANCOUVER, BC",73.17
2025-07-28,cibc-2451,"AMAZON.COM * L01WL4A63 VANCOUVER, BC",12.97
2025-07-28,cibc-2451,"MOM'S PAN FRIED DT TORONTO, ON",20.32
2025-07-28,cibc-2451,"N15 STUDIO TORONTO, ON",55.37
2025-07-28,cibc-2451,"N15 STUDIO TORONTO, ON",77.97
2025-07-28,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",46.89
2025-07-28,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",15.28
2025-07-28,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",27.12
2025-07-29,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,828.29
2025-07-29,amex-1001,DHL EXPRESS ADC QC      905-861-3540,30.84
2025-07-29,amex-1001,RABBA FINE FOODS #171   TORONTO,9.99
2025-07-29,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-07-29,amex-1001,TST-JIMMY THE GREEK -   TORONTO,26.25
2025-07-29,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.73
2025-07-29,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.01
2025-07-30,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-07-30,cibc-2451,"AMAZON* RB0O173A3 VANCOUVER, BC",33.89
